trader_group,country_of_destination,cocoa_deforestation_15_years_total_exposure,cocoa_net_emissions_15_years_total
TOUTON,GERMANY,0.305300285,12.3932223
OLAM,YEMEN,0.174166827,26.08497772
BARRY CALLEBAUT,CHILE,0.471437347,27.189977
OLAM,NETHERLANDS,1.248875722,72.02845173
BARRY CALLEBAUT,INDONESIA,0.00241904,0.002674577
CARGILL,NETHERLANDS,1.212197437,49.20739695
BARRY CALLEBAUT,GERMANY,3.428209722,197.7207452
BARRY CALLEBAUT,INDONESIA,0.17681857,5.227063509
OLAM,UNITED STATES,1.131743512,60.91081453
BARRY CALLEBAUT,TURKEY,1.591949712,85.67926621
OLAM,RUSSIAN FEDERATION,0.217865214,8.95721536
OLAM,MALAYSIA,0.068224455,2.920306821
BARRY CALLEBAUT,COTE D'IVOIRE,0.105413059,3.464830851
OLAM,SYRIA,0.448836359,51.35536003
OLAM,EGYPT,0.522732682,18.65617167
CARGILL,GERMANY,0.940293444,38.1698487
OLAM,NETHERLANDS,0.943119593,50.75901211
OLAM,NETHERLANDS,0.725334539,32.81504653
BARRY CALLEBAUT,INDONESIA,0.519766406,27.10305562
BARRY CALLEBAUT,CANADA,0.170702204,5.046253136
TOUTON,ITALY,0.954368214,50.90005031
BARRY CALLEBAUT,AUSTRALIA,1.325123221,242.3800851
OLAM,MALAYSIA,0.043208648,1.407608073
OLAM,GREECE,0.101990055,5.318239319
OLAM,RUSSIAN FEDERATION,0.044811841,2.027344047
OLAM,JAPAN,0.214754106,4.91021748
ECOM,MALAYSIA,0.290169334,8.577908626
BARRY CALLEBAUT,GERMANY,0.48833058,16.05097964
BARRY CALLEBAUT,TAIWAN,0.236524442,12.6147391
OLAM,MALAYSIA,0.485190802,25.30012159
BARRY CALLEBAUT,UNITED STATES,0.37833428,17.11631853
OLAM,YEMEN,0.201219393,10.49252192
OLAM,YEMEN,0.265273291,15.29954031
OLAM,BELGIUM,1.184736528,35.64982808
BARRY CALLEBAUT,GERMANY,0.235439351,9.557319001
BARRY CALLEBAUT,TAIWAN,0.218250784,6.567369825
BARRY CALLEBAUT,GHANA,0.294171481,10.93087712
OLAM,NETHERLANDS,1.382311859,88.13770297
BARRY CALLEBAUT,INDONESIA,0.240221521,12.73582447
BARRY CALLEBAUT,ITALY,0.375629463,11.30304119
BARRY CALLEBAUT,INDONESIA,1.340758637,121.7676068
CARGILL,GERMANY,1.688810613,102.569174
OLAM,JAPAN,1.448722375,75.54317214
CARGILL,GERMANY,2.810005446,162.0660391
OLAM,COTE D'IVOIRE,0.45568424,20.61572795
OLAM,YEMEN,0.372560424,23.75485659
BARRY CALLEBAUT,FRANCE,0.180267642,9.557249686
OLAM,MALAYSIA,0.099465572,2.940374761
BARRY CALLEBAUT,TURKEY,1.533457418,79.96165427
BARRY CALLEBAUT,TURKEY,0.300110133,13.57735977
OLAM,EGYPT,0.474383303,86.77009314
OLAM,NETHERLANDS,0.84412501,44.66534623
TRANSCAO NEGOCE,UNKNOWN COUNTRY,0.13979767,12.8083291
BARRY CALLEBAUT,INDONESIA,0.138875247,6.282890774
BARRY CALLEBAUT,MALAYSIA,0.694376233,31.41445387
BARRY CALLEBAUT,GERMANY,0.75666856,34.23263707
BARRY CALLEBAUT,CHILE,0.128904117,3.878845227
BARRY CALLEBAUT,ITALY,2.174812434,427.9998507
BARRY CALLEBAUT,BELGIUM,0.081863452,4.366086111
OLAM,MALAYSIA,0.716783605,38.57753348
OLAM,EGYPT,0.175016898,14.56025803
TOUTON,GERMANY,1.053116533,20.25948137
OLAM,COTE D'IVOIRE,0.378321842,10.80836212
BARRY CALLEBAUT,GERMANY,0.048366941,0.66897527
BARRY CALLEBAUT,SENEGAL,2.191584103,117.9517898
BARRY CALLEBAUT,TURKEY,0.292571012,11.87649592
BARRY CALLEBAUT,ISRAEL,0.591918039,26.77911635
CARGILL,NETHERLANDS,0.514962187,16.77592269
BARRY CALLEBAUT,GERMANY,2.480531426,129.3465302
OLAM,UNITED STATES,0.969403629,29.17026014
BARRY CALLEBAUT,MALAYSIA,0.746972654,40.20231819
BARRY CALLEBAUT,SENEGAL,0.182557365,5.947171107
BARRY CALLEBAUT,CHILE,0.251702439,11.38733482
BARRY CALLEBAUT,GHANA,0.032451521,1.530330764
CEMOI,FRANCE,0.003422711,0.101181282
BARRY CALLEBAUT,INDONESIA,0.925682572,84.07042724
BARRY CALLEBAUT,CHILE,0.07599393,3.438060949
BARRY CALLEBAUT,GERMANY,0.150545581,6.943232321
OLAM,NETHERLANDS,1.685472424,56.16605786
OLAM,EGYPT,0.999852931,57.66615309
BARRY CALLEBAUT,SOUTH AFRICA,0.073788762,3.935432511
OLAM,MALAYSIA,0.527401908,27.50120643
CARGILL,CANADA,0.224101651,5.123943209
BARRY CALLEBAUT,BELGIUM,0.158842957,9.161209585
BARRY CALLEBAUT,BELGIUM,0.322813061,11.52110073
BARRY CALLEBAUT,FRANCE,0.149689027,4.876419309
ECOM,BELGIUM,0.459459136,13.5824087
OLAM,SYRIA,0.036259005,1.181209572
OLAM,CHILE,1.630855674,94.05900616
OLAM,SYRIA,0.250353437,15.20510651
OLAM,RUSSIAN FEDERATION,0.184406261,9.615806445
CARGILL,BRAZIL,1.417952263,48.83010183
CARGILL,NETHERLANDS,1.148623811,59.89462696
OLAM,COTE D'IVOIRE,0.368541016,19.21745522
CARGILL,INDONESIA,0.695126921,42.95556863
TOUTON,GERMANY,0.923884682,48.17567584
OLAM,NETHERLANDS,1.112963407,38.32718345
OLAM,NETHERLANDS,0.527625024,22.58467227
OLAM,BELGIUM,0.222270767,14.17222513
CARGILL,CANADA,0.124459879,5.869209655
OLAM,MALAYSIA,2.462113191,132.5117558
CARGILL,CANADA,0.09215053,2.632669287
BARRY CALLEBAUT,INDONESIA,0.241834703,3.34487635
CARGILL,NETHERLANDS,1.429278216,86.80658734
OLAM,BELGIUM,0.043256206,1.301619628
BARRY CALLEBAUT,MALAYSIA,1.459175966,28.07110835
BARRY CALLEBAUT,MALAYSIA,1.848605429,63.66052915
OLAM,NETHERLANDS,0.22477732,7.388224967
BARRY CALLEBAUT,GERMANY,2.41392746,139.2223857
BARRY CALLEBAUT,ITALY,0.145713989,5.91504804
BARRY CALLEBAUT,SOUTH AFRICA,0.057308555,3.305249992
OLAM,COTE D'IVOIRE,0.7560736,39.42521981
OLAM,GREECE,0.049985498,1.504110298
BARRY CALLEBAUT,INDONESIA,0.229699723,42.01468788
OLAM,NETHERLANDS,0.527625024,22.58467227
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.390516459,24.89975288
BARRY CALLEBAUT,INDONESIA,0.270234969,49.42904456
ECOM,BELGIUM,4.36008867,278.0039812
CARGILL,NETHERLANDS,0.51838852,22.07545665
OLAM,BELGIUM,0.15036234,8.672093133
OLAM,JAPAN,0.271942537,8.859071791
ETC GROUP,UNITED KINGDOM,0.266807259,5.132743167
OLAM,RUSSIAN FEDERATION,0.135998313,4.531957331
OLAM,SYRIA,0.283909327,10.13263823
OLAM,UNITED STATES,0.205849055,6.085254983
BARRY CALLEBAUT,BELGIUM,2.638265567,137.5715274
BARRY CALLEBAUT,COTE D'IVOIRE,0.048539591,2.077708038
BARRY CALLEBAUT,INDONESIA,0.104385381,3.085812849
OLAM,UNITED STATES,3.0207504,731.0501489
BARRY CALLEBAUT,BELGIUM,1.585491127,30.50111449
BARRY CALLEBAUT,UNITED ARAB EMIRATES,1.114376096,33.53261699
OLAM,GREECE,0.010077178,0.328284219
ECOM,BELGIUM,0.327755597,7.49392544
CARGILL,GERMANY,0.876396803,46.74154138
BARRY CALLEBAUT,UNITED ARAB EMIRATES,1.070205006,35.17665993
BARRY CALLEBAUT,INDONESIA,2.253490754,257.841921
SUCDEN,TUNISIA,2.860728897,164.9914957
OLAM,RUSSIAN FEDERATION,0.171136797,10.91186775
BARRY CALLEBAUT,CHILE,0.303998877,9.147609994
OLAM,YEMEN,0.208398111,10.8668539
OLAM,BELGIUM,0.019298769,0.570505073
BARRY CALLEBAUT,TAIWAN,0.242183178,7.682680835
BARRY CALLEBAUT,INDONESIA,0.229031165,12.2150944
OLAM,NETHERLANDS,2.55030798,446.161017
BARRY CALLEBAUT,INDONESIA,0.193499567,5.720182707
OLAM,MALAYSIA,0.745331959,168.347909
ECOM,UNKNOWN COUNTRY,0.973090223,59.10020911
BARRY CALLEBAUT,INDONESIA,0.771384773,40.22361611
OLAM,RUSSIAN FEDERATION,0.317357876,71.68152944
CARGILL,BRAZIL,1.060456616,55.29717635
BARRY CALLEBAUT,GHANA,0.139151763,7.256024867
OLAM,MALAYSIA,2.711297559,156.3730977
OLAM,BELGIUM,0.028046335,1.733131336
BARRY CALLEBAUT,MALAYSIA,0.751622117,40.08683757
OLAM,MALAYSIA,2.365022681,127.2863121
OLAM,NETHERLANDS,0.758346234,43.73734242
BARRY CALLEBAUT,BRAZIL,0.24175559,7.274651393
OLAM,SAUDI ARABIA,1.924883299,378.8141689
OLAM,ISRAEL,2.369862992,136.6809836
BARRY CALLEBAUT,BELGIUM,0.132195676,5.658556533
BARRY CALLEBAUT,BELGIUM,0.070186791,3.237047501
BARRY CALLEBAUT,GERMANY,0.009549099,0.562003514
OLAM,YEMEN,0.198475542,29.7256956
OLAM,BELGIUM,1.051908145,37.5422843
OLAM,NETHERLANDS,2.384193693,137.5075016
OLAM,PORTUGAL,1.101330558,58.38924271
OLAM,GREECE,0.033597303,1.51998422
OLAM,NETHERLANDS,0.214298346,12.35957895
TOUTON,GERMANY,0.562851933,29.34973685
BARRY CALLEBAUT,TURKEY,0.833040381,43.4386284
BARRY CALLEBAUT,MALAYSIA,0.221375973,11.73669007
CARGILL,GERMANY,0.671983243,122.9133662
OLAM,CHILE,0.815304307,22.23830467
BARRY CALLEBAUT,INDONESIA,1.250228794,46.45622778
OLAM,JAPAN,1.007075708,45.56137131
BARRY CALLEBAUT,SOUTH AFRICA,0.153863802,8.023179499
OLAM,RUSSIAN FEDERATION,0.22441818,25.67768001
BARRY CALLEBAUT,BELGIUM,0.084080319,3.413118629
OLAM,MALAYSIA,0.151001943,7.873948769
OLAM,CHILE,0.147351387,6.948714644
BARRY CALLEBAUT,ITALY,0.183039739,7.43023276
BARRY CALLEBAUT,SOUTH AFRICA,0.054343366,1.786216733
BARRY CALLEBAUT,BELGIUM,1.01314817,30.4865742
BARRY CALLEBAUT,FRANCE,1.337266801,54.2844064
OLAM,UNITED STATES,1.081302908,54.87136611
BARRY CALLEBAUT,GERMANY,0.271904745,6.2835201
OLAM,JAPAN,0.67217762,30.4101607
OLAM,BELGIUM,2.677006706,383.466529
BARRY CALLEBAUT,COTE D'IVOIRE,0.272396898,24.7390675
BARRY CALLEBAUT,MALAYSIA,0.551428454,33.49076598
BARRY CALLEBAUT,INDONESIA,0.543582875,19.40030878
BARRY CALLEBAUT,CHILE,0.056476909,1.839848204
BARRY CALLEBAUT,INDONESIA,0.509988077,17.56248808
OLAM,CHILE,0.749414428,137.0764091
BARRY CALLEBAUT,INDONESIA,0.485880151,21.98182894
BARRY CALLEBAUT,BELGIUM,1.272784875,66.36896658
BARRY CALLEBAUT,TAIWAN,0.110016001,15.75918876
BARRY CALLEBAUT,CANADA,4.031943938,210.2444472
OLAM,COTE D'IVOIRE,0.281163863,8.460483098
BARRY CALLEBAUT,CHILE,0.197311584,6.794830126
BARRY CALLEBAUT,COTE D'IVOIRE,0.048934067,3.023894776
OLAM,NETHERLANDS,0.178108637,25.51308551
BARRY CALLEBAUT,INDONESIA,0.579311234,22.04914332
BARRY CALLEBAUT,MALAYSIA,0.080402406,2.376834539
BARRY CALLEBAUT,GERMANY,3.623899072,633.9793106
OLAM,PORTUGAL,1.937256065,78.64010043
BARRY CALLEBAUT,INDONESIA,0.733280154,25.25200989
SUCDEN,TUNISIA,1.610676551,92.89518257
OLAM,NETHERLANDS,1.488517723,53.1247484
BARRY CALLEBAUT,ITALY,0.395017792,13.60324991
CARGILL,CANADA,0.348801161,14.93022422
OLAM,SOUTH AFRICA,1.202998561,36.1993497
BARRY CALLEBAUT,TAIWAN,0.109472541,5.708411172
BARRY CALLEBAUT,MALAYSIA,2.573910337,105.8226267
OLAM,RUSSIAN FEDERATION,0.035599969,1.052396794
BARRY CALLEBAUT,BELGIUM,1.478379444,77.08963065
BARRY CALLEBAUT,INDONESIA,1.675095972,57.68537422
BARRY CALLEBAUT,SOUTH AFRICA,0.02429685,4.444169841
BARRY CALLEBAUT,BRAZIL,1.912836909,116.1753131
SUCDEN,MEXICO,1.157096094,70.2757252
BARRY CALLEBAUT,MALAYSIA,1.275395839,38.37785136
BARRY CALLEBAUT,BELGIUM,0.25629678,13.6692723
CARGILL,GERMANY,0.777695501,35.18392229
OLAM,AUSTRALIA,0.584889039,24.90736604
OLAM,SYRIA,0.378203021,11.99758435
OLAM,UNITED STATES,0.707178225,28.70687444
BARRY CALLEBAUT,CANADA,0.008071906,0.380650455
CARGILL,NETHERLANDS,0.618952362,25.12547348
BARRY CALLEBAUT,INDONESIA,0.265385782,14.06995813
BARRY CALLEBAUT,BELGIUM,0.063217826,1.902283389
BARRY CALLEBAUT,INDONESIA,1.553389284,305.7046995
BARRY CALLEBAUT,GERMANY,0.897038729,47.84245306
OLAM,SOUTH AFRICA,0.473887406,21.43926209
BARRY CALLEBAUT,GHANA,0.093052543,2.658439115
OLAM,YEMEN,0.783567152,42.1718463
BARRY CALLEBAUT,BRAZIL,0.356651117,12.72877074
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.053298129,2.825706914
OLAM,GREECE,0.029263093,1.323899134
OLAM,CHILE,1.01764705,58.69242239
OLAM,PORTUGAL,1.11567874,30.86409492
OLAM,RUSSIAN FEDERATION,0.052797882,2.75312894
BARRY CALLEBAUT,MALAYSIA,0.156989839,8.323130357
BARRY CALLEBAUT,FRANCE,0.515336886,26.87207967
BARRY CALLEBAUT,INDONESIA,0.217263743,9.299844039
BARRY CALLEBAUT,INDONESIA,0.85092515,77.28096336
CARGILL,NETHERLANDS,1.028109754,54.4005658
OLAM,SOUTH AFRICA,1.393688545,80.38047847
BARRY CALLEBAUT,COTE D'IVOIRE,0.041257576,1.86654462
OLAM,GREECE,0.070977332,2.533159558
CARGILL,BRAZIL,0.362923145,8.298009294
CARGILL,GERMANY,1.514801224,78.9888329
OLAM,SAUDI ARABIA,0.187807912,8.496666083
BARRY CALLEBAUT,INDONESIA,0.478801055,19.68521768
OLAM,UNITED STATES,0.43176594,26.68110082
BARRY CALLEBAUT,INDONESIA,0.356657155,11.72299454
OLAM,UNITED STATES,1.166865525,38.8841939
OLAM,COTE D'IVOIRE,0.696914492,40.19428913
OLAM,NETHERLANDS,1.71879937,61.34343086
BARRY CALLEBAUT,GERMANY,0.113461833,3.696246042
OLAM,NETHERLANDS,1.544263874,115.8528469
BARRY CALLEBAUT,BELGIUM,0.557888606,16.78738894
BARRY CALLEBAUT,TURKEY,0.667261201,34.79412524
BARRY CALLEBAUT,BRAZIL,0.76678017,39.98351053
OLAM,MALAYSIA,1.867501711,100.509567
OLAM,NETHERLANDS,4.875705435,310.8802652
OLAM,YEMEN,0.217865214,8.95721536
BARRY CALLEBAUT,ITALY,1.286029115,38.69781659
BARRY CALLEBAUT,GERMANY,0.223707042,12.03998786
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.021191299,1.247194586
BARRY CALLEBAUT,MALAYSIA,2.144382298,73.84621381
BARRY CALLEBAUT,INDONESIA,0.903648177,31.11898309
OLAM,ISRAEL,0.34552227,10.21423737
BARRY CALLEBAUT,GERMANY,0.95341066,28.68901676
BARRY CALLEBAUT,GHANA,0.035734403,1.056370906
CARGILL,NETHERLANDS,4.431880734,282.5815211
BARRY CALLEBAUT,BELGIUM,0.216191017,9.780753448
BARRY CALLEBAUT,CROATIA,0.519989008,16.93968144
CARGILL,NETHERLANDS,0.305769672,13.08828714
BARRY CALLEBAUT,SOUTH AFRICA,0.031034515,1.404040497
OLAM,SAUDI ARABIA,0.889663495,31.75182168
CARGILL,NETHERLANDS,1.699910777,103.2433376
OLAM,SYRIA,0.336355319,21.44637984
BARRY CALLEBAUT,SENEGAL,0.841544289,48.53575989
BARRY CALLEBAUT,ITALY,0.108761898,2.51340804
BARRY CALLEBAUT,SENEGAL,1.138982254,39.22319595
BARRY CALLEBAUT,INDONESIA,0.159168526,3.639288161
BARRY CALLEBAUT,BELGIUM,0.059267903,2.115253586
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.171982155,5.175103584
BARRY CALLEBAUT,TURKEY,0.966369555,34.48943783
OLAM,SAUDI ARABIA,0.08794692,2.010850968
BARRY CALLEBAUT,CHILE,1.575691962,180.2889324
OLAM,NETHERLANDS,1.394074993,49.75411585
BARRY CALLEBAUT,ITALY,0.478277664,25.35684714
BARRY CALLEBAUT,INDONESIA,0.832651363,33.80027452
BARRY CALLEBAUT,BELGIUM,1.467770815,84.65314637
OLAM,RUSSIAN FEDERATION,0.125176719,7.602553255
OLAM,NETHERLANDS,0.45599847,19.51874064
BARRY CALLEBAUT,UNITED STATES,0.819363955,37.06905557
SUCDEN,UNKNOWN COUNTRY,0.105186121,6.500006706
BARRY CALLEBAUT,INDONESIA,0.305396334,15.92479567
BARRY CALLEBAUT,UNITED STATES,0.71642711,29.08231953
OLAM,UNITED STATES,0.308773583,9.127882474
OLAM,PORTUGAL,0.828942224,68.96255626
BARRY CALLEBAUT,INDONESIA,0.481197168,25.09187481
BARRY CALLEBAUT,INDONESIA,0.79712944,42.2614119
OLAM,PORTUGAL,3.29202058,171.6613767
OLAM,RUSSIAN FEDERATION,0.035560259,0.813062937
OLAM,NETHERLANDS,0.329395587,14.90227051
BARRY CALLEBAUT,GERMANY,1.392481358,41.90106395
BARRY CALLEBAUT,BELGIUM,0.655593315,26.61285982
OLAM,MALAYSIA,1.355443411,36.97118151
OLAM,BELGIUM,0.066939259,2.38904194
BARRY CALLEBAUT,GERMANY,1.505385252,45.29844751
OLAM,PORTUGAL,5.593979455,1100.886833
BARRY CALLEBAUT,COTE D'IVOIRE,0.656399685,37.85761239
BARRY CALLEBAUT,INDONESIA,0.12011076,6.367912235
OLAM,CHILE,0.581328598,30.3131967
ECOM,SPAIN,0.229729568,6.791204351
BARRY CALLEBAUT,INDONESIA,0.165509901,3.784279721
BARRY CALLEBAUT,TAIWAN,0.139650308,5.741521822
SUCDEN,MEXICO,0.346437319,10.24128782
OLAM,BELGIUM,0.019497166,0.834564492
BARRY CALLEBAUT,INDONESIA,0.204302409,8.745041914
BARRY CALLEBAUT,CROATIA,1.618698005,93.35781703
CEMOI,UNITED STATES,0.141469609,6.671345008
BARRY CALLEBAUT,FRANCE,1.299636997,82.86626411
OLAM,CHILE,1.080222685,54.81654956
BARRY CALLEBAUT,BRAZIL,0.110149038,2.545463827
ECOM,SPAIN,1.287262907,147.2871988
BARRY CALLEBAUT,BELGIUM,0.955479962,49.8232018
OLAM,UNITED STATES,0.404599176,13.29880494
OLAM,GREECE,0.104199056,5.43342695
OLAM,NETHERLANDS,0.191086537,5.74997227
BARRY CALLEBAUT,INDONESIA,0.39856472,21.13070595
OLAM,NETHERLANDS,0.278240852,9.581795862
BARRY CALLEBAUT,COTE D'IVOIRE,0.030855104,0.912130371
OLAM,RUSSIAN FEDERATION,0.108517593,4.405114297
OLAM,MALAYSIA,1.073349007,32.29807358
ECOM,CHINA (MAINLAND),1.211429079,221.5841354
BARRY CALLEBAUT,TAIWAN,0.709276739,81.15466042
BARRY CALLEBAUT,SOUTH AFRICA,0.072889896,3.88749258
OLAM,COTE D'IVOIRE,0.325622315,16.97947309
BARRY CALLEBAUT,MALAYSIA,0.069688953,2.27025697
BARRY CALLEBAUT,BELGIUM,0.019662386,0.449568072
CARGILL,NETHERLANDS,0.335715036,15.48333387
OLAM,NETHERLANDS,0.186242631,7.560249516
OLAM,MALAYSIA,0.380848714,69.66155476
BARRY CALLEBAUT,ITALY,0.366247935,12.03823473
BARRY CALLEBAUT,GERMANY,0.165993923,8.933848487
OLAM,UNITED STATES,1.536548424,88.61986989
BARRY CALLEBAUT,GERMANY,0.826946547,44.5065399
BARRY CALLEBAUT,GERMANY,2.027589317,77.17200162
OLAM,MALAYSIA,0.136010934,3.109804404
BARRY CALLEBAUT,TAIWAN,0.172708232,9.005816383
BARRY CALLEBAUT,COTE D'IVOIRE,0.183958663,9.592466585
OLAM,YEMEN,0.387196732,104.9539964
BARRY CALLEBAUT,GERMANY,2.366044654,214.884012
BARRY CALLEBAUT,INDONESIA,0.151871212,4.489576351
BARRY CALLEBAUT,INDONESIA,1.539208639,48.82770486
SUCDEN,TUNISIA,2.180940421,139.0591261
BARRY CALLEBAUT,TURKEY,3.47622367,684.1156454
BARRY CALLEBAUT,GERMANY,0.710044231,29.19244873
BARRY CALLEBAUT,COTE D'IVOIRE,0.145034301,6.561534154
BARRY CALLEBAUT,MALAYSIA,1.087169721,190.1937932
CARGILL,GERMANY,0.222867307,11.62134553
OLAM,NETHERLANDS,0.324663465,17.17897932
OLAM,NETHERLANDS,0.54521554,16.40604456
BARRY CALLEBAUT,AUSTRALIA,1.190870983,48.3416805
OLAM,SOUTH AFRICA,1.497013121,78.06127788
BARRY CALLEBAUT,COTE D'IVOIRE,0.121739413,2.341979529
OLAM,NETHERLANDS,0.178738584,4.944617492
BARRY CALLEBAUT,INDONESIA,2.415681767,139.3235648
BARRY CALLEBAUT,BELGIUM,1.563088202,90.15054193
OLAM,BELGIUM,0.923482682,25.54719038
OLAM,COTE D'IVOIRE,0.720180322,37.55357615
OLAM,SINGAPORE,2.051574848,106.9787245
BARRY CALLEBAUT,GHANA,0.255399664,13.31773508
OLAM,UNITED STATES,2.226871734,119.8509819
CARGILL,GERMANY,0.909148078,36.90554771
OLAM,UNITED ARAB EMIRATES,0.85630355,34.75181102
OLAM,SOUTH AFRICA,0.399419385,18.07023519
OLAM,BELGIUM,0.138747997,7.467463643
BARRY CALLEBAUT,INDONESIA,0.089723693,2.922928657
ECOM,SPAIN,0.711855484,13.69442266
OLAM,MALAYSIA,1.530184788,267.6966102
OLAM,BELGIUM,0.968999129,34.58328652
OLAM,RUSSIAN FEDERATION,0.399151089,16.41052374
BARRY CALLEBAUT,COTE D'IVOIRE,0.041939232,1.702462312
BARRY CALLEBAUT,GERMANY,0.149805671,3.425212387
CARGILL,NETHERLANDS,0.698051705,28.33639661
OLAM,BELGIUM,0.043552123,1.767935271
OLAM,EGYPT,1.459848123,93.08149925
BARRY CALLEBAUT,ITALY,0.791127003,30.11105544
BARRY CALLEBAUT,CHILE,0.118163972,5.345886678
BARRY CALLEBAUT,BRAZIL,0.038683549,2.276685032
BARRY CALLEBAUT,COTE D'IVOIRE,0.189344354,7.684260107
CARGILL,NETHERLANDS,0.23736138,12.65937611
BARRY CALLEBAUT,MALAYSIA,0.141290855,7.490817321
BARRY CALLEBAUT,CHILE,0.046412889,1.511992654
OLAM,EGYPT,0.944636295,50.84064152
OLAM,NETHERLANDS,0.571038675,19.66489098
OLAM,COTE D'IVOIRE,1.833138219,443.6367759
BARRY CALLEBAUT,INDONESIA,0.418154616,22.16930347
BARRY CALLEBAUT,FRANCE,0.127644563,4.158276798
OLAM,NETHERLANDS,0.13176518,5.640129385
CARGILL,NETHERLANDS,0.545850004,33.73095847
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.000821265,0.00090802
BARRY CALLEBAUT,ITALY,0.405773429,9.277754069
BARRY CALLEBAUT,MALAYSIA,0.121605736,22.24307005
BARRY CALLEBAUT,BRAZIL,0.380420208,11.44719919
CARGILL,INDONESIA,0.495726619,26.28193838
OLAM,RUSSIAN FEDERATION,0.387196732,104.9539964
BARRY CALLEBAUT,ITALY,0.236564272,10.70246513
BARRY CALLEBAUT,GERMANY,0.891290528,54.13214043
CARGILL,BRAZIL,2.149721828,113.7486375
OLAM,SAUDI ARABIA,0.12380533,4.033206116
OLAM,COTE D'IVOIRE,1.383531121,88.21544444
BARRY CALLEBAUT,GERMANY,1.176685924,43.7235085
OLAM,NETHERLANDS,1.417560404,42.65571585
CARGILL,NETHERLANDS,0.518963804,27.51390424
OLAM,MALAYSIA,0.083594127,2.471187342
OLAM,SAUDI ARABIA,0.717933382,21.60328564
OLAM,SYRIA,0.232031714,14.09234468
OLAM,PORTUGAL,0.190884882,5.642888091
OLAM,ISRAEL,0.823123017,24.76853996
OLAM,NETHERLANDS,1.023758227,34.11533941
BARRY CALLEBAUT,SENEGAL,0.247231737,5.652798064
BARRY CALLEBAUT,UNITED ARAB EMIRATES,0.418867122,18.95007525
OLAM,UNITED STATES,1.63248653,94.15306517
BARRY CALLEBAUT,UNITED ARAB EMIRATES,0.13791645,6.360770922
BARRY CALLEBAUT,ITALY,0.925661727,48.26833933
BARRY CALLEBAUT,BELGIUM,0.79805452,11.03809196
BARRY CALLEBAUT,BELGIUM,0.992207223,57.22518968
OLAM,UNITED STATES,0.115282916,3.755571462
BARRY CALLEBAUT,INDONESIA,0.61148989,31.88594779
OLAM,MALAYSIA,0.407876033,26.00661814
BARRY CALLEBAUT,MALAYSIA,0.807651135,24.3029766
OLAM,AUSTRALIA,4.670533857,297.798303
BARRY CALLEBAUT,ITALY,0.51760952,17.82494816
OLAM,NETHERLANDS,3.247076877,187.2739745
OLAM,BELGIUM,0.922367766,48.90117229
OLAM,NETHERLANDS,0.930309907,48.51071721
CARGILL,CANADA,0.392878416,20.95368524
BARRY CALLEBAUT,INDONESIA,0.194717531,4.452093789
BARRY CALLEBAUT,ITALY,1.449559629,253.5917243
OLAM,PORTUGAL,3.055134103,194.7986631
BARRY CALLEBAUT,SOUTH AFRICA,0.025477057,1.574362099
OLAM,BELGIUM,0.195085117,8.020644402
OLAM,PORTUGAL,1.537371099,81.99378939
BARRY CALLEBAUT,MALAYSIA,0.093628545,2.140757742
OLAM,NETHERLANDS,1.820445257,116.0735635
BARRY CALLEBAUT,INDONESIA,0.156512276,4.709600495
OLAM,EGYPT,0.525432481,30.30412666
BARRY CALLEBAUT,CANADA,0.069789407,1.993829337
BARRY CALLEBAUT,TAIWAN,0.092349572,3.295928371
BARRY CALLEBAUT,INDONESIA,0.442732572,23.61259507
OLAM,SAUDI ARABIA,1.644577991,88.5117378
ETC GROUP,UNITED STATES,1.397930593,104.8747184
OLAM,BELGIUM,0.665995943,18.16575793
CARGILL,NETHERLANDS,2.248831328,257.3087945
BARRY CALLEBAUT,MALAYSIA,1.900500059,109.6106477
OLAM,SAUDI ARABIA,0.113893992,2.604114453
BARRY CALLEBAUT,CHILE,0.209554287,30.0175024
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.144803491,6.551091988
OLAM,GERMANY,5.183669471,330.5163861
CARGILL,CANADA,1.780988471,350.4958808
ETC GROUP,UNKNOWN COUNTRY,0.103850058,11.88240885
BARRY CALLEBAUT,CROATIA,0.017738116,0.019611887
OLAM,BELGIUM,0.311208707,13.25275164
BARRY CALLEBAUT,CHILE,0.450522747,24.02807447
BARRY CALLEBAUT,TAIWAN,0.021756042,0.708746557
CARGILL,CANADA,0.266503073,10.81830573
BARRY CALLEBAUT,ITALY,0.417455289,21.7680746
OLAM,NETHERLANDS,0.358507753,22.85884303
OLAM,MALAYSIA,1.096208965,69.8954722
OLAM,YEMEN,0.034982954,1.497424327
BARRY CALLEBAUT,CANADA,1.057430859,20.34247884
OLAM,MALAYSIA,0.058129041,1.718395229
OLAM,NETHERLANDS,2.265073382,324.4593395
BARRY CALLEBAUT,UNITED STATES,0.797193158,145.8156815
OLAM,SAUDI ARABIA,0.424495811,19.20472424
ETC GROUP,UNITED STATES,1.003168012,40.72215058
CARGILL,INDONESIA,1.097192894,57.212778
