trader_group,country_of_destination,cocoa_deforestation_15_years_total_exposure,cocoa_net_emissions_15_years_total
OLAM,JAPAN,0.357820568,15.31629452
BARRY CALLEBAUT,ITALY,0.878989707,45.83464155
BARRY CALLEBAUT,GERMANY,0.034517278,1.561605042
OLAM,COTE D'IVOIRE,0.09335198,4.223360935
BARRY CALLEBAUT,INDONESIA,0.756259581,39.43491776
OLAM,PORTUGAL,6.842490362,436.2846048
OLAM,YEMEN,0.1789291,7.261572453
BARRY CALLEBAUT,MALAYSIA,0.569847776,34.60945545
OLAM,CHILE,0.62010053,25.1720817
BARRY CALLEBAUT,INDONESIA,0.056900735,1.682084379
BARRY CALLEBAUT,BELGIUM,0.439710928,22.92858789
OLAM,COTE D'IVOIRE,0.277921484,11.28181959
OLAM,CHILE,1.422570034,76.56319525
BARRY CALLEBAUT,ITALY,0.116830518,2.671256274
BARRY CALLEBAUT,INDONESIA,3.2308501,186.3381011
BARRY CALLEBAUT,CROATIA,2.828169374,147.4740016
OLAM,NETHERLANDS,0.77159622,44.50153055
OLAM,SAUDI ARABIA,2.15020336,88.40252289
CARGILL,GERMANY,0.286255778,8.613703565
CARGILL,GERMANY,0.334446691,17.83730131
BARRY CALLEBAUT,INDONESIA,0.23852982,12.64613556
BARRY CALLEBAUT,GHANA,0.368046606,13.13547233
OLAM,INDONESIA,2.164361181,112.8599324
OLAM,MALAYSIA,0.486152597,25.35027409
BARRY CALLEBAUT,TURKEY,0.739789592,38.57609537
BARRY CALLEBAUT,MALAYSIA,0.607141619,24.6460335
OLAM,NETHERLANDS,0.138478343,4.166942604
BARRY CALLEBAUT,BELGIUM,0.03601489,1.183776512
BARRY CALLEBAUT,INDONESIA,0.973193898,56.12860308
OLAM,NETHERLANDS,0.300925578,5.789099263
CARGILL,NETHERLANDS,0.900976375,48.05246253
BARRY CALLEBAUT,ITALY,0.286235784,15.17536268
BARRY CALLEBAUT,INDONESIA,3.080984281,606.3331218
BARRY CALLEBAUT,INDONESIA,0.117530973,3.828806398
BARRY CALLEBAUT,ITALY,0.09931861,3.235502281
OLAM,JAPAN,0.925384179,49.06109347
BARRY CALLEBAUT,GERMANY,0.016225761,0.765165382
ETC GROUP,MEXICO,2.540207011,132.4582948
BARRY CALLEBAUT,MALAYSIA,2.36590148,270.703832
BARRY CALLEBAUT,UNITED STATES,1.982372436,103.3701866
OLAM,RUSSIAN FEDERATION,0.403432659,25.7233038
BARRY CALLEBAUT,INDONESIA,0.671990656,35.04074121
CEMOI,UNITED STATES,1.590727236,64.57326518
BARRY CALLEBAUT,ITALY,0.301898476,5.80781552
OLAM,COTE D'IVOIRE,0.505010502,29.12629647
OLAM,YEMEN,0.138687416,4.949712011
OLAM,CHILE,0.20042548,5.924924695
BARRY CALLEBAUT,CANADA,0.035836409,1.621284216
CARGILL,BRAZIL,0.320511848,14.78215574
OLAM,PORTUGAL,1.29119739,58.41539342
OLAM,COTE D'IVOIRE,0.226127683,11.98861146
OLAM,NETHERLANDS,0.125834952,6.561623975
OLAM,NETHERLANDS,0.431017478,12.74162396
OLAM,NETHERLANDS,1.064375302,39.5502501
BARRY CALLEBAUT,GHANA,0.314605856,18.14477799
BARRY CALLEBAUT,MALAYSIA,3.721259463,200.2794295
OLAM,BELGIUM,0.038717012,1.751606286
OLAM,MALAYSIA,0.172381457,7.798753883
BARRY CALLEBAUT,ITALY,0.251777641,10.77719069
OLAM,CHILE,0.116141939,3.4333571
BARRY CALLEBAUT,SOUTH AFRICA,0.165455517,5.905057489
OLAM,ISRAEL,2.859020211,182.2942287
CARGILL,GERMANY,0.343592406,7.85602412
OLAM,MALAYSIA,0.192176572,8.694309736
CARGILL,CANADA,0.826907062,37.4103152
BARRY CALLEBAUT,CANADA,0.906628481,29.80004916
BARRY CALLEBAUT,TURKEY,0.689902861,13.2721059
BARRY CALLEBAUT,BELGIUM,0.383821271,22.13675178
BARRY CALLEBAUT,AUSTRALIA,1.256775968,67.0285945
BARRY CALLEBAUT,INDONESIA,0.574845691,13.14348493
CEMOI,INDONESIA,0.379559965,12.64831549
TOUTON,ITALY,0.889431139,54.01921126
OLAM,BELGIUM,0.060480472,2.455117035
OLAM,NETHERLANDS,0.907643524,205.0091742
BARRY CALLEBAUT,TAIWAN,0.096044039,3.156879738
BARRY CALLEBAUT,MALAYSIA,0.242940075,10.99091447
BARRY CALLEBAUT,COTE D'IVOIRE,0.032337672,0.739380512
OLAM,UNITED ARAB EMIRATES,0.103237725,6.075962259
BARRY CALLEBAUT,GERMANY,0.109765676,5.723696634
BARRY CALLEBAUT,BRAZIL,0.092864654,4.092481555
BARRY CALLEBAUT,BELGIUM,1.433219943,74.73480271
BARRY CALLEBAUT,CANADA,0.232296511,7.567523234
OLAM,MALAYSIA,0.435591035,62.39602683
BARRY CALLEBAUT,ITALY,0.532533173,21.89433655
BARRY CALLEBAUT,INDONESIA,0.862191482,25.94414654
OLAM,NETHERLANDS,0.583383116,30.4203289
BARRY CALLEBAUT,GERMANY,1.761074442,33.87892387
ECOM,UNKNOWN COUNTRY,0.126900686,3.751404295
TOUTON,GERMANY,0.355772456,21.6076845
OLAM,UNITED STATES,3.117128891,545.3229205
BARRY CALLEBAUT,INDONESIA,0.830342323,26.34062001
OLAM,NETHERLANDS,0.583512841,19.1795335
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.125520493,4.322556289
BARRY CALLEBAUT,INDONESIA,0.186207092,8.424242984
OLAM,UNITED STATES,1.035927438,62.9165999
OLAM,EGYPT,0.177738006,5.84208574
OLAM,UNITED STATES,0.106053848,2.424854481
OLAM,NETHERLANDS,0.408059806,11.13027149
OLAM,JAPAN,0.471703593,21.34046365
OLAM,SAUDI ARABIA,0.274112525,11.733222
CARGILL,NETHERLANDS,1.160660178,62.46711918
OLAM,SAUDI ARABIA,0.426733979,19.30598179
OLAM,RUSSIAN FEDERATION,0.139042841,4.962397026
BARRY CALLEBAUT,UNITED ARAB EMIRATES,0.54880928,16.51418355
OLAM,GREECE,0.072498874,4.622606799
CARGILL,NETHERLANDS,1.414477997,85.90770256
BARRY CALLEBAUT,BELGIUM,0.124838101,7.347232703
BARRY CALLEBAUT,GERMANY,0.596777725,17.95759883
OLAM,SYRIA,0.314329216,11.96367259
BARRY CALLEBAUT,ITALY,0.295167964,15.64892009
OLAM,UNITED STATES,0.562644655,20.08061798
OLAM,UNITED STATES,0.503112436,26.67351228
BARRY CALLEBAUT,TURKEY,1.549141039,46.61509997
BARRY CALLEBAUT,FRANCE,1.320993733,76.18783173
CARGILL,BRAZIL,1.317070284,45.35602344
OLAM,UNITED ARAB EMIRATES,0.252675579,13.1756885
TOUTON,BULGARIA,0.823048086,74.74917035
OLAM,UNITED ARAB EMIRATES,0.850611538,49.0587102
OLAM,UNITED STATES,2.297054747,123.6282552
BARRY CALLEBAUT,INDONESIA,0.493431833,14.84782446
OLAM,COTE D'IVOIRE,0.744588733,38.82634508
OLAM,MALAYSIA,0.333207361,9.850187306
OLAM,JAPAN,1.801594878,64.29837756
OLAM,UNITED STATES,0.395274704,17.88272461
OLAM,YEMEN,0.035599969,1.052396794
OLAM,MALAYSIA,0.261677722,8.301098529
BARRY CALLEBAUT,FRANCE,0.243211472,44.4861401
OLAM,GREECE,0.090582226,12.97540703
OLAM,RUSSIAN FEDERATION,0.528103217,127.8059701
BARRY CALLEBAUT,INDONESIA,0.443221208,25.5626215
OLAM,UNITED STATES,1.790710046,93.37601157
OLAM,GREECE,0.094550755,2.999396086
BARRY CALLEBAUT,BELGIUM,0.610413225,20.06372456
BARRY CALLEBAUT,SENEGAL,0.614276928,17.54941626
BARRY CALLEBAUT,MALAYSIA,0.709813396,64.46520361
CARGILL,NETHERLANDS,2.369887297,123.577027
BARRY CALLEBAUT,UNITED ARAB EMIRATES,0.815720346,23.30449874
OLAM,NETHERLANDS,0.820987629,43.7863615
BARRY CALLEBAUT,TAIWAN,0.135736762,4.674374518
BARRY CALLEBAUT,INDONESIA,0.148944102,6.046169795
OLAM,NETHERLANDS,0.078904073,3.56971947
BARRY CALLEBAUT,TURKEY,0.471796946,25.01325889
OLAM,SYRIA,0.501247276,26.97729614
BARRY CALLEBAUT,BELGIUM,2.175599258,82.80540246
ECOM,CHINA (MAINLAND),1.138968774,21.91107625
BARRY CALLEBAUT,GERMANY,0.035665715,1.172299454
OLAM,NETHERLANDS,0.630653626,36.37271786
OLAM,EGYPT,1.012494846,58.39527091
OLAM,UNITED STATES,0.996234251,149.2060726
OLAM,MALAYSIA,0.816243265,47.07653258
OLAM,UNITED STATES,1.713116026,58.99467293
BARRY CALLEBAUT,COTE D'IVOIRE,0.315596269,62.10887604
OLAM,ISRAEL,3.021575315,174.2682541
OLAM,NETHERLANDS,0.313526387,57.34753659
BARRY CALLEBAUT,COTE D'IVOIRE,0.080346827,2.29544665
OLAM,UNITED STATES,0.300938858,8.89627443
BARRY CALLEBAUT,CHILE,0.098013855,6.056794459
BARRY CALLEBAUT,GERMANY,0.38870412,17.58546315
BARRY CALLEBAUT,TAIWAN,0.179322727,10.89108738
CARGILL,GERMANY,0.504258314,20.46963495
BARRY CALLEBAUT,CHILE,0.219527899,11.44721317
OLAM,UNITED STATES,0.357045587,18.92948605
OLAM,NETHERLANDS,0.64022851,36.92494579
OLAM,UNITED STATES,0.771474046,44.49448421
BARRY CALLEBAUT,COTE D'IVOIRE,0.490784995,28.30584557
BARRY CALLEBAUT,COTE D'IVOIRE,0.03053503,0.902668438
CARGILL,CANADA,0.132530703,3.03023112
BARRY CALLEBAUT,GERMANY,0.585993138,30.5564277
BARRY CALLEBAUT,ITALY,0.643014558,19.34890829
OLAM,SYRIA,0.745120848,47.50971319
BARRY CALLEBAUT,MALAYSIA,1.890648953,98.58729439
OLAM,MALAYSIA,1.206018328,291.8678345
BARRY CALLEBAUT,BELGIUM,0.012950449,0.585894606
TOUTON,GERMANY,0.223560134,11.85248775
BARRY CALLEBAUT,GHANA,0.131672597,4.534416637
OLAM,UNITED ARAB EMIRATES,0.213552781,9.140998538
OLAM,MALAYSIA,0.180429135,5.429281099
OLAM,UNITED STATES,1.582205723,82.5036193
OLAM,PORTUGAL,2.084121267,71.77100128
BARRY CALLEBAUT,ITALY,0.164352544,4.695424931
BARRY CALLEBAUT,ITALY,0.850467918,44.3473818
OLAM,NETHERLANDS,0.115398619,3.47245217
OLAM,YEMEN,0.020154356,0.656568437
BARRY CALLEBAUT,MALAYSIA,1.025806794,32.54126185
OLAM,YEMEN,0.535029646,93.60021335
OLAM,NETHERLANDS,0.858921961,64.43753304
CARGILL,INDONESIA,0.322851458,10.51753167
BARRY CALLEBAUT,MALAYSIA,0.250909302,11.57205387
BARRY CALLEBAUT,BELGIUM,0.115085341,6.989657857
BARRY CALLEBAUT,GERMANY,0.027775049,1.256578155
BARRY CALLEBAUT,BELGIUM,0.699212805,100.1583997
BARRY CALLEBAUT,GERMANY,0.230071315,12.19769104
CARGILL,NETHERLANDS,0.153910908,6.588063998
BARRY CALLEBAUT,TURKEY,0.051608591,2.433729184
OLAM,CHILE,0.203201479,4.646073924
OLAM,NETHERLANDS,0.857193385,49.43831579
BARRY CALLEBAUT,CHILE,0.484106575,14.56721874
BARRY CALLEBAUT,TURKEY,0.971650592,29.23787336
BARRY CALLEBAUT,CHILE,0.175903947,6.277958802
BARRY CALLEBAUT,MALAYSIA,0.03183033,1.873345047
BARRY CALLEBAUT,GHANA,0.724937478,142.6666169
BARRY CALLEBAUT,GERMANY,0.849171473,44.27977908
OLAM,ISRAEL,0.545156494,17.75956262
OLAM,UNITED STATES,1.081660639,34.31309123
OLAM,MALAYSIA,2.518982245,145.2813822
BARRY CALLEBAUT,SENEGAL,0.629852167,33.39287265
BARRY CALLEBAUT,UNITED ARAB EMIRATES,0.851867796,38.53957021
BARRY CALLEBAUT,CHILE,0.439891353,25.37057334
BARRY CALLEBAUT,SENEGAL,3.548862543,185.05432
BARRY CALLEBAUT,MALAYSIA,2.840516627,163.8257603
BARRY CALLEBAUT,SOUTH AFRICA,0.079800176,3.280869613
TOUTON,GERMANY,0.321459376,19.52369463
BARRY CALLEBAUT,GERMANY,0.86896685,33.07371498
OLAM,BELGIUM,1.453792689,75.80756206
OLAM,NETHERLANDS,2.582747259,134.6765427
BARRY CALLEBAUT,UNITED ARAB EMIRATES,1.261228667,24.26306859
BARRY CALLEBAUT,TURKEY,1.542975238,282.227693
BARRY CALLEBAUT,INDONESIA,0.946996186,57.5153992
BARRY CALLEBAUT,GERMANY,1.52151438,45.78378802
OLAM,NETHERLANDS,0.961514505,61.30720738
CEMOI,UNITED STATES,1.79405132,353.0666302
OLAM,BELGIUM,1.603528295,65.0929056
BARRY CALLEBAUT,COTE D'IVOIRE,0.031303724,0.723406206
BARRY CALLEBAUT,TAIWAN,0.131011578,5.318225011
BARRY CALLEBAUT,CANADA,0.064516511,1.941362036
OLAM,COTE D'IVOIRE,0.308828041,16.10374096
OLAM,UNITED ARAB EMIRATES,0.100791064,4.292164415
BARRY CALLEBAUT,BELGIUM,0.704953906,13.56165256
OLAM,BELGIUM,0.036547858,1.304382023
BARRY CALLEBAUT,INDONESIA,0.405348808,21.61877818
CEMOI,UNITED STATES,0.475818738,39.58499825
BARRY CALLEBAUT,CANADA,2.201656222,126.9797195
BARRY CALLEBAUT,SENEGAL,0.150249773,4.441643786
BARRY CALLEBAUT,INDONESIA,1.533411163,88.4389295
TOUTON,GERMANY,0.969760218,30.76331857
OLAM,CHILE,0.925632692,69.44226585
ECOM,MEXICO,0.487027588,11.13557927
BARRY CALLEBAUT,TURKEY,2.893819132,166.8999629
BARRY CALLEBAUT,GHANA,0.122297978,6.377189557
OLAM,SAUDI ARABIA,0.851936981,30.40537378
OLAM,SAUDI ARABIA,0.594270123,22.08199677
BARRY CALLEBAUT,INDONESIA,1.308327343,41.50354913
BARRY CALLEBAUT,INDONESIA,0.335995328,17.5203706
BARRY CALLEBAUT,GHANA,0.062795936,3.329252143
BARRY CALLEBAUT,CHILE,0.670450675,36.08387971
BARRY CALLEBAUT,BELGIUM,0.516490511,15.54168163
BARRY CALLEBAUT,UNITED ARAB EMIRATES,0.211255607,6.882073707
BARRY CALLEBAUT,TURKEY,0.230511033,9.866886335
BARRY CALLEBAUT,BELGIUM,0.395652104,7.61141448
BARRY CALLEBAUT,CROATIA,1.576935631,47.4514652
BARRY CALLEBAUT,ITALY,0.091695182,4.040943712
ECOM,SPAIN,1.125269175,58.67680682
BARRY CALLEBAUT,MALAYSIA,2.136845649,194.0681742
BARRY CALLEBAUT,GERMANY,0.031292734,1.415722618
CARGILL,BRAZIL,1.157340483,39.85539932
BARRY CALLEBAUT,GHANA,0.086022014,2.588482715
BARRY CALLEBAUT,GHANA,0.277420996,8.347856755
OLAM,NETHERLANDS,1.254449604,229.453078
BARRY CALLEBAUT,TAIWAN,0.07610183,1.052583467
OLAM,MALAYSIA,0.073749369,3.477831679
OLAM,YEMEN,0.062111465,3.292963583
OLAM,NETHERLANDS,4.078558903,713.5193091
BARRY CALLEBAUT,MALAYSIA,2.31420643,210.1760681
BARRY CALLEBAUT,GHANA,0.166530273,6.760054903
OLAM,BELGIUM,2.937593075,153.179866
BARRY CALLEBAUT,CANADA,1.199211622,62.53251244
BARRY CALLEBAUT,BELGIUM,0.063660659,3.746690095
OLAM,MALAYSIA,0.100051248,4.282633576
BARRY CALLEBAUT,ITALY,0.499590818,20.28016471
OLAM,NETHERLANDS,1.773958837,65.9170835
CARGILL,GERMANY,0.458654507,19.63243071
OLAM,NETHERLANDS,0.467560977,35.07708186
ECOM,SPAIN,1.164436283,60.71916338
OLAM,BELGIUM,0.07749321,2.765709276
OLAM,NETHERLANDS,1.136649802,21.86646468
OLAM,NETHERLANDS,0.59993138,109.7342622
BARRY CALLEBAUT,ITALY,1.612777575,84.09777889
BARRY CALLEBAUT,ITALY,0.114589186,6.74404217
BARRY CALLEBAUT,BRAZIL,0.422779477,22.04570273
BARRY CALLEBAUT,CANADA,0.130292722,6.794072973
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.048100684,2.972395643
OLAM,SYRIA,0.197798895,10.3141611
OLAM,EGYPT,0.343260447,11.28265702
BARRY CALLEBAUT,CANADA,0.095490989,5.620035142
BARRY CALLEBAUT,BELGIUM,0.128248909,5.802141876
BARRY CALLEBAUT,INDONESIA,0.308893238,16.10714066
BARRY CALLEBAUT,BRAZIL,0.30999891,9.328156591
BARRY CALLEBAUT,GHANA,0.022760294,0.672833751
BARRY CALLEBAUT,MALAYSIA,0.567842908,29.60998967
OLAM,MALAYSIA,0.493423513,25.72941375
BARRY CALLEBAUT,GERMANY,0.225125047,13.67287129
OLAM,GREECE,0.264051608,63.90298505
BARRY CALLEBAUT,CANADA,0.032428653,1.467113017
CARGILL,UNITED KINGDOM,2.592975393,135.2098855
BARRY CALLEBAUT,CANADA,0.14934786,5.143100644
OLAM,EGYPT,0.247166443,8.821295784
OLAM,YEMEN,0.199663872,6.875836006
OLAM,MALAYSIA,0.51813033,74.2193282
BARRY CALLEBAUT,BELGIUM,2.382667828,151.9214842
BARRY CALLEBAUT,MALAYSIA,0.828104864,29.55481273
OLAM,MALAYSIA,0.88837129,36.05323272
ECOM,BELGIUM,0.410881864,12.1463803
CARGILL,INDONESIA,1.622931155,84.62723412
BARRY CALLEBAUT,CANADA,0.026522786,0.784059526
BARRY CALLEBAUT,UNITED ARAB EMIRATES,0.691259237,31.27343707
BARRY CALLEBAUT,BELGIUM,0.438421192,23.24377655
CARGILL,UNITED KINGDOM,1.235631232,65.90086615
BARRY CALLEBAUT,GERMANY,0.16174492,6.565800452
BARRY CALLEBAUT,MALAYSIA,1.593496203,91.90431229
OLAM,EGYPT,2.016603169,352.7925756
OLAM,UNITED ARAB EMIRATES,0.298033934,42.6917265
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.163997689,8.746614247
BARRY CALLEBAUT,BELGIUM,0.93408862,48.70775699
OLAM,COTE D'IVOIRE,0.619968311,39.52985173
OLAM,SYRIA,0.397598882,20.73266854
OLAM,NETHERLANDS,2.285408267,119.1718945
OLAM,MALAYSIA,1.043051059,33.08829483
BARRY CALLEBAUT,UNITED ARAB EMIRATES,1.440468926,83.07851988
OLAM,UNITED STATES,3.440198981,219.3508172
OLAM,EGYPT,0.643305855,58.42499331
OLAM,NETHERLANDS,0.113707425,4.867178035
BARRY CALLEBAUT,INDONESIA,0.862569798,44.97843053
OLAM,SAUDI ARABIA,0.480025963,19.48595779
BARRY CALLEBAUT,GHANA,0.828583813,33.63515823
BARRY CALLEBAUT,SOUTH AFRICA,0.472707588,54.08667971
OLAM,NETHERLANDS,5.547114052,353.6900067
OLAM,UNITED ARAB EMIRATES,2.571436471,294.2209184
OLAM,PORTUGAL,0.63482174,14.51479955
BARRY CALLEBAUT,INDONESIA,0.176424939,10.90223003
BARRY CALLEBAUT,SOUTH AFRICA,0.141820858,12.88016056
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.186119682,7.553391552
CEMOI,INDONESIA,0.190359007,8.612080826
BARRY CALLEBAUT,BELGIUM,0.024124837,1.091437952
BARRY CALLEBAUT,MALAYSIA,0.32962114,17.18799058
BARRY CALLEBAUT,ITALY,0.207103666,9.369630252
OLAM,MALAYSIA,0.357744528,11.65424316
OLAM,CHILE,1.24494408,51.18408777
OLAM,NETHERLANDS,0.298676709,8.532962332
BARRY CALLEBAUT,CHILE,0.724055759,126.6691929
OLAM,SAUDI ARABIA,0.965439734,36.74556582
OLAM,MALAYSIA,0.300925578,5.789099263
BARRY CALLEBAUT,BRAZIL,2.73920425,313.4167222
CARGILL,CANADA,0.256688512,10.41989787
OLAM,UNITED STATES,1.054803816,55.00241287
ECOM,BELGIUM,1.394798083,41.97077634
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.111757281,3.848591783
BARRY CALLEBAUT,INDONESIA,0.462841286,42.03521362
OLAM,PORTUGAL,0.493483634,21.12327058
OLAM,UNITED ARAB EMIRATES,1.349834597,77.85121802
BARRY CALLEBAUT,BELGIUM,0.99736205,182.4288449
BARRY CALLEBAUT,INDONESIA,2.284768232,119.1385201
OLAM,SYRIA,0.774393464,209.9079929
BARRY CALLEBAUT,INDONESIA,1.61530227,48.6059532
CARGILL,NETHERLANDS,1.356234255,40.81035477
OLAM,CHILE,0.5651397,29.46903172
OLAM,YEMEN,0.399151089,16.41052374
OLAM,SYRIA,0.37807794,19.18579235
OLAM,YEMEN,0.023854705,1.021086301
BARRY CALLEBAUT,MALAYSIA,0.305206613,10.03186228
OLAM,BELGIUM,0.058564956,3.0538512
OLAM,NETHERLANDS,4.699860321,299.6681901
BARRY CALLEBAUT,ITALY,0.042112075,1.9422285
BARRY CALLEBAUT,TAIWAN,0.029463528,0.673665024
CARGILL,GERMANY,0.414051611,12.24008352
OLAM,PORTUGAL,2.197350304,78.42276931
BARRY CALLEBAUT,INDONESIA,0.54026604,16.25710949
ECOM,CHINA (MAINLAND),0.324685059,7.423719515
OLAM,GREECE,0.030846139,1.635369782
OLAM,SYRIA,0.334892539,25.1241091
BARRY CALLEBAUT,ITALY,2.704708632,309.4697718
BARRY CALLEBAUT,BELGIUM,0.110716675,4.493272235
CARGILL,BRAZIL,2.612262369,150.6612793
CARGILL,CANADA,0.421500949,13.37110733
BARRY CALLEBAUT,GHANA,0.222822632,13.53303511
BARRY CALLEBAUT,BELGIUM,0.265258693,14.06322026
OLAM,PORTUGAL,6.914359493,440.8670585
BARRY CALLEBAUT,CANADA,0.138852386,12.61056409
BARRY CALLEBAUT,ITALY,0.286235784,15.17536268
BARRY CALLEBAUT,BELGIUM,2.300535404,146.6846318
BARRY CALLEBAUT,ITALY,1.887635136,108.8686679
OLAM,BELGIUM,1.328203268,69.25874125
ECOM,CHINA (MAINLAND),0.320477418,7.327514462
BARRY CALLEBAUT,INDONESIA,0.347879407,18.14006217
BARRY CALLEBAUT,GHANA,0.331987846,17.86769697
OLAM,GREECE,0.190955796,12.17554862
BARRY CALLEBAUT,SOUTH AFRICA,0.014588596,0.687960883
BARRY CALLEBAUT,SENEGAL,0.132508185,6.111339217
CARGILL,GERMANY,0.19043257,5.440511102
OLAM,NETHERLANDS,0.359958828,65.84055733
OLAM,PORTUGAL,0.799980992,36.19214592
OLAM,MALAYSIA,0.641835993,73.43816484
BARRY CALLEBAUT,BELGIUM,1.880497661,114.211203
BARRY CALLEBAUT,FRANCE,0.738625507,39.39367943
OLAM,MALAYSIA,0.498117126,74.60303628
OLAM,COTE D'IVOIRE,0.243218694,11.00351955
BARRY CALLEBAUT,GHANA,0.447414084,24.07997572
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.111287129,4.517539601
OLAM,NETHERLANDS,1.09043108,32.81208912
BARRY CALLEBAUT,BRAZIL,0.181012466,7.34793854
BARRY CALLEBAUT,TAIWAN,0.103588582,3.567285816
OLAM,EGYPT,0.52407233,18.70398331
OLAM,AUSTRALIA,4.177456969,266.3591859
BARRY CALLEBAUT,INDONESIA,0.85649535,30.5680606
BARRY CALLEBAUT,ITALY,1.19683446,218.9146138
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.456282327,23.79269828
TOUTON,GERMANY,0.152622784,8.091602216
BARRY CALLEBAUT,ITALY,1.918738594,100.0520199
BARRY CALLEBAUT,TURKEY,0.611291251,35.25599992
BARRY CALLEBAUT,BELGIUM,1.471215396,44.27024465
ECOM,UNKNOWN COUNTRY,0.650938548,33.94298567
ETC GROUP,UNITED STATES,1.314146798,50.0176924
TOUTON,GERMANY,2.75397759,541.9786917
OLAM,MALAYSIA,0.128902441,3.515953147
BARRY CALLEBAUT,INDONESIA,0.659272502,25.0925462
BARRY CALLEBAUT,INDONESIA,0.506574085,15.2432871
OLAM,EGYPT,0.053962594,1.233820743
BARRY CALLEBAUT,UNITED ARAB EMIRATES,1.556103428,63.97695745
OLAM,RUSSIAN FEDERATION,0.104432416,2.983553263
BARRY CALLEBAUT,CANADA,0.088039926,3.14211838
BARRY CALLEBAUT,MALAYSIA,0.410800397,23.69276308
BARRY CALLEBAUT,MALAYSIA,0.138875247,6.282890774
BARRY CALLEBAUT,BRAZIL,0.371573267,19.37557103
OLAM,BELGIUM,3.969416762,228.9346639
SUCDEN,SPAIN,2.074009163,108.1485548
CARGILL,NETHERLANDS,0.292973185,8.37001708
BARRY CALLEBAUT,SENEGAL,1.447597524,58.74860096
OLAM,BELGIUM,3.919855001,226.0762074
BARRY CALLEBAUT,CANADA,0.626595624,71.69437858
BARRY CALLEBAUT,ITALY,0.352159703,12.56847352
OLAM,NETHERLANDS,0.450691933,14.29712134
BARRY CALLEBAUT,ITALY,0.866475608,52.62501711
OLAM,NETHERLANDS,1.928037002,100.5368825
BARRY CALLEBAUT,SOUTH AFRICA,0.405300994,46.37409167
OLAM,UNITED STATES,0.431140368,22.85776912
OLAM,NETHERLANDS,0.475865563,16.38740915
BARRY CALLEBAUT,GERMANY,0.007866346,0.362799527
CARGILL,GERMANY,0.660590256,19.87777746
BARRY CALLEBAUT,COTE D'IVOIRE,0.224385529,10.15148347
OLAM,SYRIA,0.271996626,9.063914663
LA GENERALE DE PRODUITS AGRICO,UNKNOWN COUNTRY,1.857212044,170.1586521
OLAM,NETHERLANDS,2.018564558,289.1483025
BARRY CALLEBAUT,SOUTH AFRICA,0.016832902,0.720522239
BARRY CALLEBAUT,BELGIUM,0.79712944,42.2614119
BARRY CALLEBAUT,INDONESIA,0.204188292,10.8254508
OLAM,NETHERLANDS,1.568676501,274.4305035
OLAM,CHILE,1.107263187,57.73789026
BARRY CALLEBAUT,MALAYSIA,1.43149135,74.64466575
CARGILL,INDONESIA,0.58313765,24.96085687
BARRY CALLEBAUT,MALAYSIA,1.762384765,33.9041314
BARRY CALLEBAUT,UNITED ARAB EMIRATES,0.55048385,29.18500255
OLAM,MALAYSIA,0.28416245,5.46661617
BARRY CALLEBAUT,CANADA,0.133133293,5.473584137
OLAM,YEMEN,0.400955592,25.56536331
BARRY CALLEBAUT,ITALY,1.577070264,47.45551644
OLAM,PORTUGAL,1.605169542,92.57756785
OLAM,EGYPT,1.040279669,59.99775047
BARRY CALLEBAUT,SOUTH AFRICA,0.07166998,3.799727344
OLAM,PORTUGAL,0.362839033,10.72615092
OLAM,JAPAN,0.414645671,17.74865891
BARRY CALLEBAUT,TAIWAN,0.115252147,6.009786917
BARRY CALLEBAUT,UNITED ARAB EMIRATES,3.204087904,630.5597317
OLAM,SYRIA,0.124992017,3.45777447
OLAM,NETHERLANDS,0.552744891,25.00687386
BARRY CALLEBAUT,MALAYSIA,0.81180591,46.82060974
OLAM,BELGIUM,3.910052482,225.5108507
OLAM,MALAYSIA,0.449490779,17.10805181
OLAM,NETHERLANDS,0.094684888,4.283663365
CARGILL,CANADA,0.223703355,6.391031648
CEMOI,FRANCE,0.039729347,10.76908308
OLAM,NETHERLANDS,1.551356798,94.22097668
BARRY CALLEBAUT,SENEGAL,1.337638982,40.25080565
CEMOI,UNITED STATES,0.623974359,25.32933416
BARRY CALLEBAUT,SENEGAL,0.413151617,18.69149862
OLAM,BELGIUM,0.917800418,48.65902521
BARRY CALLEBAUT,MALAYSIA,0.079568357,2.352178579
OLAM,PORTUGAL,6.817885749,434.715788
BARRY CALLEBAUT,CANADA,1.915497482,99.88301311
BARRY CALLEBAUT,INDONESIA,1.827516805,359.6525877
BARRY CALLEBAUT,GERMANY,0.016553102,0.53925038
OLAM,BELGIUM,0.116319627,6.065450324
OLAM,NETHERLANDS,0.150357612,4.524400916
BARRY CALLEBAUT,FRANCE,0.604791591,31.53666709
OLAM,NETHERLANDS,1.106017838,67.17350966
